Geography,Gender,Card Type,Age,CreditScore,Tenure,Point Earned,Balance,EstimatedSalary,NumOfProducts,IsActiveMember,HasCrCard,Satisfaction Score,Exited
0,1,0.0,0.4516129032258065,0.5019999999999999,2,0.14456391875746716,0.3977155425934092,0.16310943026681787,1,1,1,1,1
0,1,2.0,0.32258064516129037,0.47599999999999987,1,0.9068100358422938,0.49530572353101615,0.3797335739795054,1,0,1,3,0
0,0,0.0,0.27419354838709675,0.47199999999999986,7,0.15173237753882912,0.6567169164181362,0.5991590229027407,3,0,1,3,1
2,0,0.0,0.5967741935483871,0.5539999999999999,6,0.27837514934289126,0.0,0.459680247337609,1,0,0,3,1
0,1,2.0,0.6935483870967742,0.7099999999999999,4,0.5292712066905615,0.0,0.9569826617349015,2,1,1,2,0
0,0,0.0,0.32258064516129037,0.5439999999999999,4,0.16845878136200715,0.3931506214335869,0.5523350123815438,1,1,1,3,0
0,1,0.0,0.4516129032258065,0.874,7,0.8685782556750298,0.4690562211932343,0.46676876312728655,2,1,1,4,0
0,0,1.0,0.5161290322580645,0.656,6,0.7646356033452807,0.0,0.040575761180560846,1,0,1,4,0
0,1,0.0,0.29032258064516125,0.1359999999999999,7,0.9940262843488649,0.3592894629050385,0.3456461811641488,1,1,1,5,0
1,1,1.0,0.4032258064516129,0.83,4,0.8482676224611708,0.5937181905210998,0.8697289232373309,1,1,0,3,1
1,1,2.0,0.5967741935483871,0.394,4,0.4970131421744325,0.4438565474930479,0.08422947992010912,3,0,1,1,1
1,0,3.0,0.24193548387096775,0.87,5,0.2449223416965352,0.5445422083524033,0.8459015390888798,2,1,1,3,0
1,0,0.0,0.20967741935483875,0.5599999999999999,2,0.8661887694145759,0.4478849958562858,0.6559795017024779,2,1,1,3,0
1,0,2.0,0.20967741935483875,0.7099999999999999,9,0.3643966547192353,0.4421792529389124,0.8177111252028537,2,0,1,3,0
0,1,1.0,0.435483870967742,0.4819999999999999,5,0.08602150537634407,0.0,0.7777149927306192,2,1,1,2,0
2,1,2.0,0.14516129032258068,0.5439999999999999,9,0.9665471923536438,0.557337562832782,0.7639074982245055,1,1,1,2,0
1,1,0.0,0.5645161290322581,0.57,8,0.8590203106332138,0.4663469140000229,0.618338117113525,1,1,0,3,1
1,1,3.0,0.532258064516129,0.44400000000000006,8,0.6893667861409797,0.38960069405072,0.9654932246448598,3,1,1,2,1
1,0,3.0,0.4838709677419355,0.4859999999999999,3,0.5137395459976105,0.5336952545154888,0.4294449181821198,2,1,1,5,1
0,0,3.0,0.32258064516129037,0.4819999999999999,2,0.2735961768219833,0.5671198214382581,0.5982812222168451,1,1,0,5,0
0,0,2.0,0.5161290322580645,0.596,9,0.2019115890083632,0.4086741752398355,0.9481220295092168,1,1,1,5,0
2,1,1.0,0.4838709677419355,0.37,9,0.30107526881720426,0.4363224526739124,0.7870513088513686,1,0,1,2,1
2,0,1.0,0.5,0.924,8,0.5603345280764636,0.2633716741327126,0.4577416290269169,2,0,0,5,1
1,1,1.0,0.19354838709677424,0.5539999999999999,6,0.21744324970131418,0.44788288344482824,0.5902250738010676,1,1,1,3,0
1,0,2.0,0.11290322580645162,0.2599999999999999,3,0.3130227001194743,0.6948253372514714,0.9086056846752765,2,0,0,1,0
2,1,0.0,0.20967741935483875,0.254,9,0.15770609318996415,0.0,0.9206869045599944,2,1,0,1,0
1,0,3.0,0.32258064516129037,0.45999999999999985,1,0.9414575866188769,0.5110380473601852,0.6298849495567381,1,0,1,5,1
0,1,2.0,0.5161290322580645,0.842,3,0.6929510155316606,0.4194122003878149,0.08102355563627363,1,1,1,3,1
2,1,2.0,0.4032258064516129,0.7040000000000001,6,0.3882915173237753,0.462824049397905,0.3078341409116325,1,0,1,2,0
0,0,2.0,0.4032258064516129,0.358,0,0.6451612903225806,0.4934906439502988,0.3922189625266687,1,1,1,5,1
0,1,0.0,0.19354838709677424,0.9560000000000001,4,0.44324970131421737,0.29123450082860336,0.808634596046784,2,0,0,4,0
0,0,2.0,0.435483870967742,0.33599999999999997,9,0.5340501792114695,0.42059168326072155,0.36696742934067306,2,1,1,3,0
0,1,3.0,0.24193548387096775,0.7259999999999999,6,0.5471923536439666,0.3770394585307525,0.9880407914078827,1,0,0,5,1
1,1,3.0,0.467741935483871,0.4919999999999999,5,0.14097968936678612,0.5587412004611116,0.8718930472430426,2,1,1,1,0
2,0,2.0,0.5806451612903226,0.43400000000000005,5,0.899641577060932,0.36794345465124906,0.7932180838752068,2,0,1,1,1
2,0,0.0,0.3709677419354839,0.668,7,0.7550776583034647,0.0,0.692144439550536,1,1,1,2,0
2,1,1.0,0.4032258064516129,0.7539999999999999,2,0.5364396654719235,0.3882181008233263,0.5371062714855355,1,1,1,1,1
1,0,2.0,0.532258064516129,0.582,2,0.16367980884109917,0.4675471622761258,0.13422728541839438,4,1,1,4,1
0,0,1.0,0.29032258064516125,0.41200000000000003,2,0.2150537634408602,0.5349112860922935,0.8887047320213132,1,1,0,4,0
1,0,2.0,0.5483870967741935,0.2839999999999999,8,0.9175627240143368,0.4997895360622316,0.04966014750354535,1,0,1,2,1
2,0,1.0,0.33870967741935487,0.674,2,0.5412186379928315,0.0,0.9411527224557881,3,0,0,2,1
2,1,3.0,0.29032258064516125,0.45599999999999985,1,0.9283154121863798,0.6268200367726994,0.7078528679935403,2,0,1,5,0
0,1,0.0,0.16129032258064518,0.602,7,0.2628434886499402,0.0,0.0036643924755966157,2,0,1,1,0
1,1,1.0,0.22580645161290325,0.30799999999999994,8,0.27240143369175623,0.6787266495332827,0.07790726311004582,2,1,0,2,0
1,1,1.0,0.20967741935483875,0.5499999999999999,4,0.5531660692951015,0.3098589152272941,0.3765631320609093,2,0,1,5,0
0,1,2.0,0.5,0.17399999999999993,9,0.7670250896057347,0.4449387797252662,0.8325022168971428,2,1,0,3,0
1,1,3.0,0.5161290322580645,0.7319999999999999,2,0.3978494623655914,0.47690984813794324,0.0643207701905293,1,1,1,4,1
1,1,3.0,0.24193548387096775,0.858,1,0.1326164874551971,0.6315582553856828,0.9854447234044533,1,1,1,5,1
2,1,2.0,0.27419354838709675,0.89,8,0.6511350059737157,0.0,0.8360806809931678,2,0,1,2,0
0,1,3.0,0.24193548387096775,0.666,8,0.49342891278375145,0.0,0.3676988465028376,1,0,0,4,0
0,1,0.0,0.5,0.404,4,0.7120669056152926,0.0,0.951893319491374,1,1,1,1,1
0,0,2.0,0.27419354838709675,0.7219999999999999,8,0.7371565113500597,0.0,0.3373890494214297,1,1,1,4,0
1,0,3.0,0.08064516129032262,0.4879999999999999,4,0.6762246117084826,0.4175154940398311,0.28358251979543136,2,0,1,3,1
2,0,3.0,0.06451612903225812,0.5039999999999999,7,0.931899641577061,0.5643915423987486,0.15157751142704817,1,0,1,2,0
0,1,1.0,0.4193548387096775,0.32599999999999996,1,0.0800477897252091,0.25333799870696505,0.26292973135445497,2,1,0,4,1
1,0,3.0,0.4516129032258065,0.7119999999999999,4,0.5639187574671445,0.41935185716240414,0.5435349854369663,1,0,1,3,1
1,0,1.0,0.6935483870967742,0.5559999999999999,1,0.5902031063321386,0.38805261530687624,0.7498371139234653,1,1,1,5,1
2,0,3.0,0.4516129032258065,0.7979999999999999,9,0.9617682198327359,0.2653779070219307,0.3936659323802206,1,0,1,1,1
1,1,1.0,0.7096774193548387,0.41000000000000003,4,0.6379928315412186,0.4775537749211244,0.21727493733408926,1,1,0,2,1
0,0,1.0,0.30645161290322587,0.5279999999999999,8,0.42174432497013137,0.2995253570882106,0.6589756846707725,4,1,0,1,1
0,0,2.0,0.4838709677419355,0.862,0,0.5770609318996416,0.22757829682960123,0.42815208892791556,1,0,1,1,1
2,0,2.0,0.22580645161290325,0.608,2,0.4982078853046594,0.0,0.25964268307336535,1,1,1,5,1
0,1,3.0,0.4032258064516129,0.43800000000000006,7,0.2437275985663082,0.0,0.26245469805282884,2,0,1,1,0
0,0,1.0,0.5967741935483871,0.656,5,0.07048984468339309,0.0,0.9844097293346125,1,1,0,5,1
0,0,2.0,0.532258064516129,0.604,3,0.6093189964157706,0.0,0.8702824281168067,1,0,1,1,1
1,1,0.0,0.4516129032258065,0.47399999999999987,9,0.6941457586618877,0.42985907146602836,0.6973323216772178,1,0,1,3,1
2,1,3.0,0.33870967741935487,0.7959999999999999,3,0.41577060931899634,0.0,0.6200994737349673,2,1,1,2,0
1,1,2.0,0.29032258064516125,0.9580000000000001,4,0.6965352449223416,0.32601180822062065,0.45048686159080004,2,0,1,2,0
1,1,2.0,0.11290322580645162,0.686,6,0.3536439665471923,0.5842240170102532,0.07277438115176758,1,1,0,4,0
0,1,3.0,0.19354838709677424,0.658,9,0.3548387096774194,0.0,0.789619251199982,2,0,1,5,0
1,1,1.0,0.5161290322580645,0.7519999999999999,9,0.8327359617682198,0.376664286284523,0.024958515910287565,1,1,0,1,0
0,1,3.0,0.22580645161290325,0.5119999999999999,5,0.27240143369175623,0.33145589111499413,0.5845023538220387,1,1,1,4,0
1,0,3.0,0.29032258064516125,0.47199999999999986,5,0.7502986857825567,0.41331797304634726,0.9707895556932256,1,0,1,1,1
